intent,status,title,url,tfidf_score,tfidf_proposal,tfidf_alt,note,department
απολυμανση_κτιριων,auto,Απολύμανση κτιρίων,https://eservices.heraklion.gr/e-services/technical-services/apolimansi-ktirion.html,1.000,Απολύμανση κτιρίων,Καταγγελίες (Εγκαταλελειμμένα κτίρια),,
απομακρυνση_εγκαταλελειμμενων_οχηματων,auto,Απομάκρυνση Εγκαταλελειμμένων Οχημάτων,https://eservices.heraklion.gr/e-services/municipal-police/egkatalelimena-oximata.html,1.000,Απομάκρυνση Εγκαταλελειμμένων Οχημάτων,Απομάκρυνση εγκαταλελειμμένων ογκωδών αντικειμένων από κοινόχρηστους χώρους,,
ασφαλιστικη_ενημεροτητα_δημου,auto,Ασφαλιστική ενημερότητα του Δήμου,https://eservices.heraklion.gr/e-services/economic-services/asfalistiki-enimerotita-dimou.html,0.978,Ασφαλιστική ενημερότητα του Δήμου,Έκδοση δημοτικής ενημερότητας,,
ασφαλτοστρωση_οδου,auto,Αίτηση για ασφαλτόστρωση - τσιμεντόστρωση - διάστρωση 3α,https://eservices.heraklion.gr/e-services/technical-services/aitisi-gia-asfaltostrosi.html,0.710,Αίτηση για ασφαλτόστρωση - τσιμεντόστρωση - διάστρωση 3α,Ασφαλιστική ενημερότητα του Δήμου,,
βεβαιωση_δραστηριοποιησης_βραχυχρονιων_αγορων,auto,Διαδικασία έκδοσης Βεβαίωσης Δραστηριοποίησης Ετήσιας Διάρκειας στις βραχυχρόνιες αγορές,https://eservices.heraklion.gr/e-services/katasthmata/ekdosh-vevaiwshs-drasthriothtas-ethsias-diarkeias.html,0.619,Διαδικασία έκδοσης Βεβαίωσης Δραστηριοποίησης Ετήσιας Διάρκειας στις βραχυχρόνιες αγορές,Χορήγηση Βεβαίωσης Χρήσης Γης,,
βεβαιωση_δραστηριοποιησης_υπαιθριου,auto,Διαδικασία έκδοσης Βεβαίωσης Δραστηριοποίησης Ετήσιας Διάρκειας στις βραχυχρόνιες αγορές,https://eservices.heraklion.gr/e-services/katasthmata/ekdosh-vevaiwshs-drasthriothtas-ethsias-diarkeias.html,0.414,Διαδικασία έκδοσης Βεβαίωσης Δραστηριοποίησης Ετήσιας Διάρκειας στις βραχυχρόνιες αγορές,Χορήγηση Βεβαίωσης Χρήσης Γης,high,
βεβαιωση_μη_οφειλης_εισφορας_σε_χρημα,auto,Βεβαίωση περί μη οφειλής εισφοράς σε χρήμα,https://eservices.heraklion.gr/e-services/economic-services/bebeosis-peri-mi-ofilis-isforas-se-xrima.html,0.935,Βεβαίωση περί μη οφειλής εισφοράς σε χρήμα,"Βεβαίωση περί μη οφειλών (προσκύρωσης, αυθαίρετης κατασκευής, εισφοράς σχεδίου πόλης)",,
βεβαιωση_μη_οφειλων_προσκυρωσης_αυθαιρετου_εισφορας,auto,"Βεβαίωση περί μη οφειλών (προσκύρωσης, αυθαίρετης κατασκευής, εισφοράς σχεδίου πόλης)",https://eservices.heraklion.gr/e-services/economic-services/peri-mi-ofeilwn.html,0.685,"Βεβαίωση περί μη οφειλών (προσκύρωσης, αυθαίρετης κατασκευής, εισφοράς σχεδίου πόλης)","Βεβαίωση πληρωμών (προσκύρωσης, εισφοράς σχεδίου πόλης, προστίμου αυθαίρετης κατασκευής)",,
βεβαιωση_οριων_ιδιοκτησιας,auto,Βεβαίωση υποβολής δήλωσης ιδιοκτησίας,https://eservices.heraklion.gr/e-services/town-planning/bebeosis-upobolos-dilosis-idioktisias.html,0.684,Βεβαίωση υποβολής δήλωσης ιδιοκτησίας,Υποβολή δήλωσης ιδιοκτησίας σε πολεοδομική μελέτη,,
βεβαιωση_παρακρατησης_φορου_προμηθευτων,auto,Βεβαίωση παρακράτησης φόρου (για προμηθευτές),https://eservices.heraklion.gr/e-services/economic-services/bebeosi-parakratisis-forou.html,0.877,Βεβαίωση παρακράτησης φόρου (για προμηθευτές),Χορήγηση Βεβαίωσης Χρήσης Γης,,
βεβαιωση_πληρωμων_προσκυρωσης_εισφορας_προστιμου_αυθαιρετου,auto,"Βεβαίωση πληρωμών (προσκύρωσης, εισφοράς σχεδίου πόλης, προστίμου αυθαίρετης κατασκευής)",https://eservices.heraklion.gr/e-services/economic-services/bebeosi-plhromon.html,0.750,"Βεβαίωση πληρωμών (προσκύρωσης, εισφοράς σχεδίου πόλης, προστίμου αυθαίρετης κατασκευής)","Βεβαίωση περί μη οφειλών (προσκύρωσης, αυθαίρετης κατασκευής, εισφοράς σχεδίου πόλης)",,
βεβαιωση_χαρακτηρισμοσ_κτιριου,auto,Βεβαίωση για χαρακτηρισμό κτιρίου (Προτεινόμενου ως διατηρητέου ή μη),https://eservices.heraklion.gr/e-services/building-value.html,0.636,Βεβαίωση για χαρακτηρισμό κτιρίου (Προτεινόμενου ως διατηρητέου ή μη),Βεβαίωση Υψομέτρου,,
βεβαιωση_χρησης_γης,auto,Χορήγηση Βεβαίωσης Χρήσης Γης,https://eservices.heraklion.gr/e-services/town-planning/certification-use-ground.html,0.838,Χορήγηση Βεβαίωσης Χρήσης Γης,Βεβαίωση Υψομέτρου,,
βλαβες_δικτυου_δημοτικου_φωτισμου,auto,Βλάβες του δικτύου δημοτικού φωτισμού,https://eservices.heraklion.gr/e-services/technical-services/blabes-diktiou-dimotikou-fotismou.html,0.979,Βλάβες του δικτύου δημοτικού φωτισμού,Βλάβες αρδευτικών δικτύων,,
βλαβη_αγωγου_υδρευσης,auto,Δήλωση Βλάβης ΔΕΥΑΗ,https://eservices.heraklion.gr/e-services/deyah/deyah-blabi.html,0.359,Αίτηση για βλάβη στο οδόστρωμα,Δήλωση Βλάβης ΔΕΥΑΗ,high — Δήλωση Βλάβης ΔΕΥΑΗ,
βλαβη_φωτεινων_σηματοδοτων,auto,Βλάβες σε Φωτεινούς Σηματοδότες,https://eservices.heraklion.gr/e-services/technical-services/blabes-se-fotinous-simatodotes.html,0.633,Βλάβες σε Φωτεινούς Σηματοδότες,Αίτηση για βλάβη στο οδόστρωμα,,
γενικες_υπηρεσιες,auto,Έκδοση αδειών για οικοδομικές υπηρεσίες - μηνιαίες,https://eservices.heraklion.gr/e-services/build-permits.html,0.537,Έκδοση αδειών για οικοδομικές υπηρεσίες - μηνιαίες,Γενική αίτηση για θέματα Κ.Ο.Κ,,
γενικη_αιτηση_κοκ,auto,Γενική αίτηση για θέματα Κ.Ο.Κ,https://eservices.heraklion.gr/e-services/municipal-police/geniki-aitisi-gia-kok.html,0.499,Γενική αίτηση για θέματα Κ.Ο.Κ,Γενική Αίτηση για θέματα Επιδομάτων,high — ο TF-IDF το είχε μπερδέψει με «θέματα Επιδομάτων»,
δηλωση_βαπτισης,auto,Δήλωση Βάπτισης (άρθρο 26 & 27 ν.344/1976),https://eservices.heraklion.gr/e-services/register/dilosibaptisi.html,0.639,Δήλωση Βάπτισης (άρθρο 26 & 27 ν.344/1976),Δήλωση Βλάβης ΔΕΥΑΗ,,
δηλωση_γαμου,auto,Δήλωση Γάμου (άρθρα 29 & 30 του ν. 344/1976),https://eservices.heraklion.gr/e-services/register/dilosigamou.html,0.503,Δήλωση Γάμου (άρθρα 29 & 30 του ν. 344/1976),Δήλωση Βλάβης ΔΕΥΑΗ,,
δηλωση_διαζυγιου,auto,Άνοιγμα μερίδας δημότη – λόγω διαζυγίου (με διαζύγιο που έχει καταχωρηθεί στην ληξιαρχική πράξη γάμου μέχρι το έτος 2017),https://eservices.heraklion.gr/e-services/municipal-roll/anigma-meridas-dimoti-logo-diazigiou.html,0.454,Άνοιγμα μερίδας δημότη – λόγω διαζυγίου (με διαζύγιο που έχει καταχωρηθεί στην ληξιαρχική πράξη γάμου μέχρι το έτος 2017),Δήλωση Διαζυγίου (άρθρα 1438 Α.Κ. και 1441 Α.Κ. όπως αντικαταστάθηκε με το άρθρο 4 του ν.4800/21.5.2021 και 14 του ν.344/1976),,
δηλωση_θανατου,auto,Δήλωση Θανάτου (αρθρα 32 & 33 ν.344/1976),https://eservices.heraklion.gr/e-services/register/dilosiuanatou.html,0.599,Δήλωση Θανάτου (αρθρα 32 & 33 ν.344/1976),Χορήγηση αντιγράφου Ληξιαρχικής Πράξης Θανάτου,,
δηλωση_ονοματοδοσιας,auto,Δήλωση Ονοματοδοσίας (άρθρο 25 ν. 344/1976),https://eservices.heraklion.gr/e-services/register/dilosionomatodosia.html,0.724,Δήλωση Ονοματοδοσίας (άρθρο 25 ν. 344/1976),Διόρθωση κυρίου ονόματος,,
δηλωση_συμφωνου_συμβιωσης,auto,Σύμφωνο Συμβίωσης (Ν.4356/2015),https://eservices.heraklion.gr/e-services/register/simfonosimviosis.html,0.616,Χορήγηση αντιγράφου Ληξιαρχικής Πράξης Συμφώνου Συμβίωσης,Σύμφωνο Συμβίωσης (Ν.4356/2015),high,
δημοτικη_ενημεροτητα_βεβαιωμενων_χρεων,auto,Έκδοση Δημοτικής Ενημερότητας Βεβαιωμένων Χρεών,https://eservices.heraklion.gr/e-services/economic-services/ekdosi-dimotikis-enimerotitas-bebeomenon-xreon.html,0.879,Έκδοση Δημοτικής Ενημερότητας Βεβαιωμένων Χρεών,Έκδοση δημοτικής ενημερότητας,,
διαγραφη_οφειλης,auto,Διαγραφή οφειλής,https://eservices.heraklion.gr/e-services/economic-services/diagrafi-ofilis.html,1.000,Διαγραφή οφειλής,Βεβαίωση περί μη οφειλής εισφοράς σε χρήμα,,
διακανονισμος_οφειλης_νομικου_προσωπου,auto,Διακανονισμός οφειλής (Για νομικό πρόσωπο),https://eservices.heraklion.gr/e-services/economic-services/diakanonismos-ofilis-nomiko.html,0.862,Διακανονισμός οφειλής (Για νομικό πρόσωπο),Διακανονισμός οφειλής (Για φυσικό πρόσωπο),,
διακανονισμος_οφειλης_φυσικου_προσωπου,auto,Διακανονισμός οφειλής (Για φυσικό πρόσωπο),https://eservices.heraklion.gr/e-services/economic-services/diakanonismos-ofilis.html,0.869,Διακανονισμός οφειλής (Για φυσικό πρόσωπο),Διακανονισμός οφειλής (Για νομικό πρόσωπο),,
διαχειριση_καλλιτεχνικησ_δραστηριοτητασ,auto,Διαχείριση Καλλιτεχνικής Δραστηριοτητας εντός της Παλιάς Πόλης,https://eservices.heraklion.gr/e-services/street-musicians.html,0.818,Διαχείριση Καλλιτεχνικής Δραστηριοτητας εντός της Παλιάς Πόλης,Διαδικασία έκδοσης Βεβαίωσης Δραστηριοποίησης Ετήσιας Διάρκειας στις βραχυχρόνιες αγορές,,
διευθυνση_οικοπεδου,auto,Βεβαίωση ακριβούς διεύθυνσης ακινήτων,https://eservices.heraklion.gr/e-services/technical-services/bebeosi-akribous-dieuthinsis-akinitou.html,0.535,Αλλαγή διεύθυνσης,Βεβαίωση ακριβούς διεύθυνσης ακινήτων,high — ο TF-IDF το είχε μπερδέψει με «Αλλαγή διεύθυνσης»,
δικαιολογητικα_ανελκυστηρων,auto,Δικαιολογητικά ανελκυστήρων για καταχώρηση,https://eservices.heraklion.gr/e-services/technical-services/TEXNIKHANELKISTIRAS.html,0.890,Δικαιολογητικά ανελκυστήρων για καταχώρηση,Δικαιολογητικά Χορήγησης Άδειας ίδρυσης και λειτουργίας Ιδιωτικών Μουσικών Ιδρυμάτων και Χορωδιών κ.α.,,
διορθωση_γεννησησ,auto,Διόρθωση τόπου γέννησης,https://eservices.heraklion.gr/e-services/municipal-roll/diorthosi-topou-gennisis.html,0.839,Διόρθωση τόπου γέννησης,Διόρθωση ηλικίας,,
διορθωση_ηλικιασ,auto,Διόρθωση ηλικίας,https://eservices.heraklion.gr/e-services/municipal-roll/diorthosi-ilikias.html,0.922,Διόρθωση ηλικίας,Διόρθωση τόπου γέννησης,,
διορθωση_ονοματοσ,auto,Διόρθωση κυρίου ονόματος,https://eservices.heraklion.gr/e-services/municipal-roll/diorthosi-kiriou-onomatos.html,0.749,Διόρθωση κυρίου ονόματος,Διόρθωση ηλικίας,,
διορθωση_στοιχειων_ληξιαρχικων_πραξεων,auto,Διόρθωση στοιχείων ληξιαρχικών πράξεων (αρθ.13 του Ν.344/76 όπως τροποποιήθηκε με το ν. 4674/2020),https://www.heraklion.gr/e-services/register/diorthoseis.html,0.595,Διόρθωση στοιχείων ληξιαρχικών πράξεων (αρθ.13 του Ν.344/76 όπως τροποποιήθηκε με το ν. 4674/2020),Μεταβολές Ληξιαρχικών Πράξεων(άρθρο 14 ν. 344/1976),,
εγκριση_συποθα,auto,Έγκριση από ΣΥ.ΠΟ.Θ.Α. ( για διαφορά ειδικού προστίμου >20% δήλωσης υπαγωγής),https://eservices.heraklion.gr/e-services/town-planning/egkrish-apo-SYPOTHA.html,0.322,Έγκριση από ΣΥ.ΠΟ.Θ.Α. ( για διαφορά ειδικού προστίμου >20% δήλωσης υπαγωγής),Κατάθεση Δικαιολογητικών Μ.Φ.Π.Α.&Δ. Για την έγκριση πρόσληψης προσωπικού,high,
εκδοση_αυτοψιασ_νομμιμοποιηση,auto,Έκδοση Έκθεσης Αυτοψίας για Νομιμοποίηση,https://eservices.heraklion.gr/e-services/town-planning/ekdosh-ekthesis-autopsias-nomimopoihsi.html,0.792,Έκδοση Έκθεσης Αυτοψίας για Νομιμοποίηση,Τροποποίηση σχεδίου πόλης,,
εκδοση_δημοτικης_ενημεροτητας,auto,Έκδοση δημοτικής ενημερότητας,https://eservices.heraklion.gr/e-services/economic-services/ekdosi-dhm-enhmerotitas.html,1.000,Έκδοση δημοτικής ενημερότητας,Έκδοση Δημοτικής Ενημερότητας Βεβαιωμένων Χρεών,,
εκδοση_πεκ,auto,Έκδοση ΠΕΚ (Πιστοποιητικό Ελέγχου Κατασκευής),https://eservices.heraklion.gr/e-services/town-planning/ekdosh-PEK.html,0.438,Έκδοση ΠΕΚ (Πιστοποιητικό Ελέγχου Κατασκευής),Έκδοση δημοτικής ενημερότητας,high,
εκτελεση_εργων_οδοποιιας,auto,Εκτέλεση έργων Οδοποιίας,https://eservices.heraklion.gr/e-services/technical-services/street-build.html,1.000,Εκτέλεση έργων Οδοποιίας,Αίτηση Τέλεσης Πολιτικού Γάμου μετά την έκδοση των αδειών,,
εκτος_σχεδιου,auto,Τροποποίηση σχεδίου πόλης,https://eservices.heraklion.gr/e-services/town-planning/tropopoihsi-sxediou-polis.html,0.490,Τροποποίηση σχεδίου πόλης,"Βεβαίωση περί μη οφειλών (προσκύρωσης, αυθαίρετης κατασκευής, εισφοράς σχεδίου πόλης)",,
ελεγχοσ_επικινδυνοτητασ_κατασκευων,auto,Έλεγχος επικινδυνότητας κατασκευών,https://eservices.heraklion.gr/e-services/town-planning/elegxos-epikindinotitas-kataskeuwn.html,0.931,Έλεγχος επικινδυνότητας κατασκευών,Έκδοση ΠΕΚ (Πιστοποιητικό Ελέγχου Κατασκευής),,
ενσταση_παρανομης_σταθμευσης,auto,Κατάθεση Ένστασης - Αντίρρησης για παράνομη στάθμευση,https://eservices.heraklion.gr/e-services/municipal-police/katathesi-enstasis-antirisis-gia-paranomi-stathmeusi.html,0.679,Κατάθεση Ένστασης - Αντίρρησης για παράνομη στάθμευση,Χορήγηση θέσης στάθμευσης για ΑMΕΑ,,
ενσταση_προστιμου_καθαριοτητας,auto,Κατάθεση ένστασης για πρόστιμο καθαριότητας,https://eservices.heraklion.gr/e-services/cleanness/katathesi-enstasis-prostimo-kathariotitas.html,0.778,Κατάθεση ένστασης για πρόστιμο καθαριότητας,Γενικό αίτημα καθαριότητας,,
επιδοματα,auto,Γενική Αίτηση για θέματα Επιδομάτων,https://eservices.heraklion.gr/e-services/epidomatikh-politikh/geniki-aitisi.html,0.655,Γενική Αίτηση για θέματα Επιδομάτων,Καταγγελία για άλλα θέματα,,
επισκευη_οδοστρωματος,auto,Αίτηση για βλάβη στο οδόστρωμα,https://eservices.heraklion.gr/e-services/technical-services/aitisi-gia-blabi-sto-odostroma.html,0.434,Αίτηση για βλάβη στο οδόστρωμα,Καταγγελίες (Εμπόδια στο οδόστρωμα),high,
επιστροφη_πινακιδων,auto,Αίτηση επιστροφής πινακίδων,https://eservices.heraklion.gr/e-services/municipal-police/aitisi-epistrofis-pinakidon.html,0.850,Αίτηση επιστροφής πινακίδων,Επιστροφή χρημάτων,,
επιστροφη_χρηματων,auto,Επιστροφή χρημάτων,https://eservices.heraklion.gr/e-services/economic-services/epistrofi-xrimatwn.html,1.000,Επιστροφή χρημάτων,Αίτηση επιστροφής πινακίδων,,
ετησια_αδεια_κοινοχρηστου_χωρου,auto,Έκδοση ετήσιων αδειών κοινόχρηστων χώρων,https://eservices.heraklion.gr/e-services/economic-services/annual-public-places-permit-usage.html,0.487,Αίτημα για καθαριότητα κοινόχρηστου χώρου,Έκδοση αδειών κοινόχρηστων χώρων - Ετήσιες,high,
ηλεκτροδοτηση_οικιων_καταστηματων,auto,Ηλεκτροδοτήσεις οικιών - καταστημάτων και επανασυνδέσεις ΔΕΗ,https://eservices.heraklion.gr/e-services/ilektr.html,0.675,Ηλεκτροδοτήσεις οικιών - καταστημάτων και επανασυνδέσεις ΔΕΗ,Ηλεκτρονικές Πληρωμές Οφειλών,,
ηλεκτρονικες_πληρωμες_οφειλων,auto,Ηλεκτρονικές Πληρωμές Οφειλών,https://eservices.heraklion.gr/e-services/e-pay/e-pay.html,1.000,Ηλεκτρονικές Πληρωμές Οφειλών,Ηλεκτρονική Εξόφληση Λογαριασμού ΔΕΥΑΗ,,
καθαριοτητα_κοινοχρηστου_χωρου,auto,Αίτημα για καθαριότητα κοινόχρηστου χώρου,https://eservices.heraklion.gr/e-services/cleanness/aitima-kathariotita-koinoxristou-xwrou.html,0.906,Αίτημα για καθαριότητα κοινόχρηστου χώρου,Γενικό αίτημα καθαριότητας,,
καθρεφτης_ορατοτητας,auto,Τοποθέτηση Πινακίδων Σήμανσης και Καθρεπτών,https://eservices.heraklion.gr/e-services/technical-services/topothetisipinakidon-simansis-kaurepton.html,0.271,Γενικό αίτημα καθαριότητας,Τοποθέτηση Πινακίδων Σήμανσης και Καθρεπτών,high,
καλλωπισμοσ_συντηρηση_κοινοχρηστων,auto,Καλλωπισμός - Γενική συντήρηση σε κοινόχρηστους χώρους,https://eservices.heraklion.gr/e-services/technical-services/kalopismos-gen-syntirisi-koinoxristo-xoro.html,0.739,Καλλωπισμός - Γενική συντήρηση σε κοινόχρηστους χώρους,Έκδοση αδειών κοινόχρηστων χώρων - Ετήσιες,,
καταγγελια_αυθαιρετησ_κατασκευησ,auto,Καταγγελία αυθαίρετης κατασκευής,https://eservices.heraklion.gr/e-services/town-planning/kataggelia-autheretis-kataskeuis.html,0.909,Καταγγελία αυθαίρετης κατασκευής,Καταγγελία για άλλα θέματα,,
καταγγελια_δολιοφθορων,auto,Καταγγελία δολιοφθορών,https://eservices.heraklion.gr/e-services/technical-services/kataggelia-doliofthoras.html,1.000,Καταγγελία δολιοφθορών,Καταγγελία για άλλα θέματα,,
καταγγελια_εγκαταλελειμμενων_κτιριων,auto,Καταγγελίες (Εγκαταλελειμμένα κτίρια),https://eservices.heraklion.gr/e-services/municipal-police/kataggelia-ktiria.html,0.661,Καταγγελίες (Εγκαταλελειμμένα κτίρια),Απομάκρυνση Εγκαταλελειμμένων Οχημάτων,,
καταγγελια_εμποδιων_οδοστρωματος,auto,Καταγγελίες (Εμπόδια στο οδόστρωμα),https://eservices.heraklion.gr/e-services/municipal-police/kataggelia-empodia-odostroma.html,0.622,Καταγγελίες (Εμπόδια στο οδόστρωμα),Αίτηση για βλάβη στο οδόστρωμα,,
καταγγελια_λαικων_αγορων_εμποριου,auto,Καταγγελία (Λαϊκές αγορές-Πλανόδιο-Υπαίθριο εμπόριο,https://eservices.heraklion.gr/e-services/municipal-police/kataggelia-laikes.html,0.474,Καταγγελία (Λαϊκές αγορές-Πλανόδιο-Υπαίθριο εμπόριο,Καταγγελία δολιοφθορών,high,
καταγγελια_παραβιασης_κοκ,auto,Καταγγελίες (Παραβάσεις Κ.Ο.Κ.),https://eservices.heraklion.gr/e-services/municipal-police/kataggelia-paravasis-kok.html,0.451,Καταγγελία για άλλα θέματα,Καταγγελία αυθαίρετης κατασκευής,high,
καταπολεμηση_πιτυοκαμπησ,auto,Αίτημα καταπολέμησης πιτυοκάμπης,https://eservices.heraklion.gr/e-services/technical-services/aitima-katapolemisis-pitiokampis.html,0.879,Αίτημα καταπολέμησης πιτυοκάμπης,Καταγγελία αυθαίρετης κατασκευής,,
καταστροφη_ζιζανιων,auto,Καταστροφή και απομάκρυνση ζιζανίων,https://eservices.heraklion.gr/e-services/technical-services/katastrofi-kai-apomakrinsi-zizanion.html,0.800,Καταστροφή και απομάκρυνση ζιζανίων,Επιστροφή χρημάτων,,
κατασχεσεις_οφειλων,auto,Κατασχέσεις,https://eservices.heraklion.gr/e-services/economic-services/katasxesis.html,0.790,Κατασχέσεις,Ηλεκτρονικές Πληρωμές Οφειλών,,
κλαδεμα_κοινοχρηστων,auto,Κλάδεμα δένδρων σε κοινόχρηστους χώρους,https://eservices.heraklion.gr/e-services/technical-services/kladema-dentron-koinoxristous-xorous.html,0.617,Κλάδεμα δένδρων σε κοινόχρηστους χώρους,Έκδοση αδειών κοινόχρηστων χώρων - Ετήσιες,,
μαια,auto,Επίσκεψη στη ΜΑΙΑ,https://eservices.heraklion.gr/e-services/iatreio/maia.html,0.522,Επίσκεψη στη ΜΑΙΑ,Αίτηση για κατασκευή σκιαδιών ή πέργολας ή άλλου τέτοιου είδους κατασκευών σε κοινόχρηστο χώρο της Παλαιάς Πόλης,,
μεριδα_δημοτη_διαζυγιου,auto,Άνοιγμα μερίδας δημότη – λόγω διαζυγίου (με διαζύγιο που έχει καταχωρηθεί στην ληξιαρχική πράξη γάμου μέχρι το έτος 2017),https://eservices.heraklion.gr/e-services/municipal-roll/anigma-meridas-dimoti-logo-diazigiou.html,0.575,Άνοιγμα μερίδας δημότη – λόγω διαζυγίου (με διαζύγιο που έχει καταχωρηθεί στην ληξιαρχική πράξη γάμου μέχρι το έτος 2017),Δήλωση Διαζυγίου (άρθρα 1438 Α.Κ. και 1441 Α.Κ. όπως αντικαταστάθηκε με το άρθρο 4 του ν.4800/21.5.2021 και 14 του ν.344/1976),,
μεταδημοτευση_αγαμου,auto,Μεταδημότευση αγάμου,https://eservices.heraklion.gr/e-services/municipal-roll/metadimotefsi-unmarried.html,1.000,Μεταδημότευση αγάμου,Μεταδημότευση λόγω αρχικής δημοτικότητας,,
μεταδημοτευση_δημοτικοτητασ,auto,Μεταδημότευση λόγω αρχικής δημοτικότητας,https://eservices.heraklion.gr/e-services/municipal-roll/metadimoteusi-logo-arxis-dimotikotitas.html,0.838,Μεταδημότευση λόγω αρχικής δημοτικότητας,Μεταδημότευση αγάμου,,
μεταδημοτευση_διετουσ,auto,Μεταδημότευση λόγω διετούς κατοικίας,https://eservices.heraklion.gr/e-services/municipal-roll/metadimoteusi-logo-dietous-katikias.html,0.741,Μεταδημότευση λόγω διετούς κατοικίας,Μεταδημότευση αγάμου,high,
μεταδημοτευση_εκλογεσ,auto,Μεταδημότευση λόγω υποψηφιότητας σε εκλογές,https://eservices.heraklion.gr/e-services/municipal-roll/metadimoteusi-logo-ipopsifiotitas-ekloges.html,0.666,Μεταδημότευση λόγω υποψηφιότητας σε εκλογές,Μεταδημότευση αγάμου,high,
μεταδημοτευση_συζυγου,auto,Μεταδημότευση της/του συζύγου (λόγω γάμου ή συμφώνου συμβίωσης όταν ένας από τους δύο είναι ήδη δημότης),https://eservices.heraklion.gr/e-services/municipal-roll/metadimoteusi-suzigou.html,0.602,Μεταδημότευση αγάμου,Μεταδημότευση της/του συζύγου (λόγω γάμου ή συμφώνου συμβίωσης όταν ένας από τους δύο είναι ήδη δημότης),high,
μετακινηση_τοποθετηση_καδων,auto,"Μετακίνηση, μεταφορά και τοποθέτηση κάδων απορριμάτων και ανακύκλωσης",https://eservices.heraklion.gr/e-services/cleanness/metakinisi-metafora-topothetisi-kadwn.html,0.629,"Μετακίνηση, μεταφορά και τοποθέτηση κάδων απορριμάτων και ανακύκλωσης",Τοποθέτηση Φωτιστικών Σωμάτων,,
μηνιαια_εκδοση_αδειων_οικοδομικων,auto,Έκδοση αδειών για οικοδομικές υπηρεσίες - μηνιαίες,https://eservices.heraklion.gr/e-services/build-permits.html,0.620,Έκδοση αδειών για οικοδομικές υπηρεσίες - μηνιαίες,Αντίγραφα στοιχείων οικοδομικών αδειών (έως το έτος 2018),,
μοναδες_προσχολικης_αγωγης,auto,Μονάδες Φροντίδας Προσχολικής Αγωγής & Διαπαιδαγώγησης,https://eservices.heraklion.gr/e-services/idiwtikoi-paidikoi-stathmoi.html,0.732,Μονάδες Φροντίδας Προσχολικής Αγωγής & Διαπαιδαγώγησης,Χορήγηση αναθεώρησης - ενιαίας άδειας ίδρυσης και λειτουργίας μονάδας φροντίδας προσχολικής αγωγής και διαπαιδαγώγησης,,
μυοκτονια_κοινοχρηστων,auto,Μυοκτονία σε κοινόχρηστους χώρους,https://eservices.heraklion.gr/e-services/technical-services/mioktonia-koinoxristo-xoro.html,0.759,Μυοκτονία σε κοινόχρηστους χώρους,Έκδοση αδειών κοινόχρηστων χώρων - Ετήσιες,,
οικονομικη_ενισχυση_πληγεντεσ,auto,Αίτηση χορήγησης οικονομικής ενίσχυσης στους πληγέντες του Δήμου Ηρακλείου για τη φυσική καταστροφή της .../.../20...,https://eservices.heraklion.gr/e-services/epidomatikh-politikh/aitisi-xorigisis-oik-enisx-pligentes-dimou.html,0.510,Αίτηση χορήγησης οικονομικής ενίσχυσης στους πληγέντες του Δήμου Ηρακλείου για τη φυσική καταστροφή της .../.../20...,Χορήγηση πιστοποιητικού οικονομικής αδυναμίας,,
ονομασια_ανωνυμων_οδων,auto,Ονομασία ανώνυμων οδών,https://eservices.heraklion.gr/e-services/technical-services/onomasia-anonimon-odon.html,1.000,Ονομασία ανώνυμων οδών,Χορήγηση βεβαίωσης σήμανσης οδών,,
παιδικες_χαρες,auto,"Συντήρηση Υπαίθριων Χώρων (παιδικές χαρές,πάρκα)",https://eservices.heraklion.gr/e-services/technical-services/aitimata-syntirisi-ipethrion-xoron.html,0.481,"Συντήρηση Υπαίθριων Χώρων (παιδικές χαρές,πάρκα)",Λαϊκές Αγορές: Ημέρες και οδοί λειτουργίας στον Δήμο Ηρακλείου,,
παραβασεις_κοκ_προστιμα,auto,Παραβάσεις ΚΟΚ και πρόστιμα,https://eservices.heraklion.gr/e-services/economic-services/kok-violations.html,0.978,Παραβάσεις ΚΟΚ και πρόστιμα,Καταγγελίες (Παραβάσεις Κ.Ο.Κ.),,
παραχωρηση_χωρων_δημου_εκδηλωσεισ,auto,Παραχώρηση χώρων του Δήμου για εκδηλώσεις,https://eservices.heraklion.gr/e-services/culture/culture1.html,0.919,Παραχώρηση χώρων του Δήμου για εκδηλώσεις,"Αιτήματα για παραχώρηση εξοπλισμού για εκδηλώσεις (τραπέζια ,καρέκλες )",,
πιστοποιητικο_γεννησης,auto,Χορήγηση Πιστοποιητικού Γέννησης,https://eservices.heraklion.gr/e-services/municipal-roll/xorigisi-pistopoiitikou-genisis.html,0.849,Χορήγηση Πιστοποιητικού Γέννησης,Πιστοποιητικό Ταυτοπροσωπίας Ανηλίκων,,
πιστοποιητικο_οικογενειακης_καταστασης,auto,Χορήγηση Πιστοποιητικού Οικογενειακής Κατάστασης,https://eservices.heraklion.gr/e-services/municipal-roll/xorigisi-pistopoiitikou-oikog-katastasis.html,0.921,Χορήγηση Πιστοποιητικού Οικογενειακής Κατάστασης,Αίτηση για Οικογενειακή Βοήθεια κατ'οίκον,,
