"intent","ενέργεια","υπηρεσία","url","ενότητα","σημείωση"
"καταστροφή_απομάκρυνση_ζιζανίων","ΝΕΟ","Καταστροφή και απομάκρυνση ζιζανίων","https://eservices.heraklion.gr/e-services/technical-services/katastrofi-kai-apomakrinsi-zizanion.html","Πράσινο",""
"κλάδεμα_δένδρων_κοινόχρηστους_χώρους","ΝΕΟ","Κλάδεμα δένδρων σε κοινόχρηστους χώρους","https://eservices.heraklion.gr/e-services/technical-services/kladema-dentron-koinoxristous-xorous.html","Πράσινο","ΜΠΛΕ στο PDF αλλά χωρίς σημειωμένο intent — επιβεβαίωσε"
"μυοκτονία_κοινόχρηστους_χώρους","ΝΕΟ","Μυοκτονία σε κοινόχρηστους χώρους","https://eservices.heraklion.gr/e-services/technical-services/mioktonia-koinoxristo-xoro.html","Πράσινο","ΜΠΛΕ στο PDF αλλά χωρίς σημειωμένο intent — επιβεβαίωσε"
"προβλήματα_φυτοϋγείας","ΝΕΟ","Προβλήματα φυτοϋγείας","https://eservices.heraklion.gr/e-services/technical-services/problimata-fitoigias.html","Πράσινο",""
"φύτευση_κοινόχρηστους_χώρους","ΝΕΟ","Φύτευση σε κοινόχρηστους χώρους","https://eservices.heraklion.gr/e-services/technical-services/fiteusi-se-koinoxristo-xoro.html","Πράσινο",""
"ανελκυστήρων_καταχώρηση","ΝΕΟ","Δικαιολογητικά ανελκυστήρων για καταχώρηση","https://eservices.heraklion.gr/e-services/technical-services/TEXNIKHANELKISTIRAS.html","Τεχνική υπηρεσία",""
"βεβαίωσης_σήμανσης_οδών","ΝΕΟ","Χορήγηση βεβαίωσης σήμανσης οδών","https://eservices.heraklion.gr/e-services/technical-services/xorigisi-bebeosis-simansis-odon.html","Τεχνική υπηρεσία","ΜΠΛΕ στο PDF αλλά χωρίς σημειωμένο intent — επιβεβαίωσε"
"διάθεση_σήματος_στάθμευσης_μονίμου_κατοίκου","ΝΕΟ","Αίτηση για διάθεση σήματος στάθμευσης μονίμου κατοίκου","https://eservices.heraklion.gr/e-services/technical-services/parking-signal.html","Τεχνική υπηρεσία",""
"διέλευσης_βαρέων_οχημάτων","ΝΕΟ","Χορήγηση άδειας διέλευσης βαρέων οχημάτων","https://eservices.heraklion.gr/e-services/technical-services/xorigisi-adias-dieleusis-bareon-oximaton.html","Τεχνική υπηρεσία",""
"διέλευσης_στάθμευσης_οχήματος_πεζόδρομους","ΝΕΟ","Χορήγηση άδειας διέλευσης και στάθμευσης οχήματος σε πεζόδρομους","https://eservices.heraklion.gr/e-services/technical-services/adia-dieleusis-stathmeusis-pezodromous.html","Τεχνική υπηρεσία",""
"διακοπής_κυκλοφορίας","ΝΕΟ","Χορήγηση άδειας διακοπής κυκλοφορίας","https://eservices.heraklion.gr/e-services/technical-services/xorigisi-adias-diakopis-kukloforias.html","Τεχνική υπηρεσία",""
"εκτέλεση_έργων_οδοποιίας","ΝΕΟ","Εκτέλεση έργων Οδοποιίας","https://eservices.heraklion.gr/e-services/technical-services/street-build.html","Τεχνική υπηρεσία","ΜΠΛΕ στο PDF αλλά χωρίς σημειωμένο intent — επιβεβαίωσε"
"κυκλοφοριακές_συνδέσεις_είσοδοι_έξοδοι","ΝΕΟ","Κυκλοφοριακές συνδέσεις/είσοδοι-έξοδοι","https://eservices.heraklion.gr/e-services/technical-services/kikloforiakes-sindesis.html","Τεχνική υπηρεσία","ΜΠΛΕ στο PDF αλλά χωρίς σημειωμένο intent — επιβεβαίωσε"
"τοποθέτηση_φωτιστικών_σωμάτων","ΝΕΟ","Τοποθέτηση Φωτιστικών Σωμάτων","https://eservices.heraklion.gr/e-services/technical-services/topothetisi-fotistikon-somaton.html","Τεχνική υπηρεσία","ΜΠΛΕ στο PDF αλλά χωρίς σημειωμένο intent — επιβεβαίωσε"
"τοποθέτησης_ικριωμάτων","ΝΕΟ","Χορήγηση άδειας τοποθέτησης ικριωμάτων","https://eservices.heraklion.gr/e-services/technical-services/xorigisi-adias-topothetisis-ikriomaton.html","Τεχνική υπηρεσία","ΜΠΛΕ στο PDF αλλά χωρίς σημειωμένο intent — επιβεβαίωσε"
"χρήσης_κοινόχρηστου_χώρου_τοποθέτηση_κάδου_2","ΝΕΟ","Χορήγηση άδειας χρήσης κοινόχρηστου χώρου για τοποθέτηση κάδου οικοδομικών υπολειμμάτων σε οδόστρωμα","","Τεχνική υπηρεσία","URL: δεν βρέθηκε· ΜΠΛΕ στο PDF αλλά χωρίς σημειωμένο intent — επιβεβαίωσε"
"χρήσης_κοινόχρηστου_χώρου_τοποθέτηση_περίφραξης_2","ΝΕΟ","Χορήγηση άδειας χρήσης κοινόχρηστου χώρου για τοποθέτηση περίφραξης σε οδόστρωμα","","Τεχνική υπηρεσία","URL: δεν βρέθηκε· ΜΠΛΕ στο PDF αλλά χωρίς σημειωμένο intent — επιβεβαίωσε"
"βεβαίωση_χαρακτηρισμό_κτιρίου","ΝΕΟ","Βεβαίωση για χαρακτηρισμό κτιρίου (Προτεινόμενου ως διατηρητέου ή μη)","https://eservices.heraklion.gr/e-services/building-value.html","Τμήμα παλιάς πόλης",""
"κατασκευή_σκιαδιών_πέργολας_άλλου_τέτοιου","ΝΕΟ","Αίτηση για κατασκευή σκιαδιών ή πέργολας ή άλλου τέτοιου είδους κατασκευών σε κοινόχρηστο χώρο της Παλαιάς Πόλης","https://eservices.heraklion.gr/e-services/old-city-construct.html","Τμήμα παλιάς πόλης",""
"παραχώρηση_χώρων_δήμου_εκδηλώσεις","ΝΕΟ","Παραχώρηση χώρων του Δήμου για εκδηλώσεις","https://eservices.heraklion.gr/e-services/culture/culture1.html","Τμήμα πολιτισμού",""
"δημοτική_ενημερότητα","ΕΛΕΓΞΕ","","","","μάλλον αντιστοιχεί στη νέα υπηρεσία «Έκδοση δημοτικής ενημερότητας»"
"έλεγχος_λογαριασμού_ύδρευσης","ΕΛΕΓΞΕ","Ηλεκτρονική Εξόφληση Λογαριασμού ΔΕΥΑΗ","https://eservices.heraklion.gr/e-services/deyah/deyah-exoflisi.html","ΔΕΥΑΗ-Ύδρευση & αποχέτευση","χαλαρή αντιστοίχιση· μοιράζεται υπηρεσία με 1 άλλα"
"μείωση_τιμολογίου","ΕΛΕΓΞΕ","Ηλεκτρονική Εξόφληση Λογαριασμού ΔΕΥΑΗ","https://eservices.heraklion.gr/e-services/deyah/deyah-exoflisi.html","ΔΕΥΑΗ-Ύδρευση & αποχέτευση","χαλαρή αντιστοίχιση· μοιράζεται υπηρεσία με 1 άλλα"
"καθρέφτης_ορατότητας","ΕΛΕΓΞΕ","Γενική αίτηση για θέματα Κ.Ο.Κ","https://eservices.heraklion.gr/e-services/municipal-police/geniki-aitisi-gia-kok.html","Δημοτική αστυνομία","εμφανίζεται σε 2 υπηρεσίες"
"άδεια_παιδότοπου","ΕΛΕΓΞΕ","Χορήγηση Πιστοποιητικού Εντοπιότητας (αφορά μόνο εκπαιδευτικούς)","https://eservices.heraklion.gr/e-services/municipal-roll/xorogisi-pistop-entopoiotitas.html","Δημοτολόγιο","χαλαρή αντιστοίχιση· μοιράζεται υπηρεσία με 1 άλλα"
"αλλαγή_ιδιοκτησίας_ακινήτου","ΕΛΕΓΞΕ","Αλλαγή διεύθυνσης","https://eservices.heraklion.gr/e-services/municipal-roll/allagi-dieuthinsis.html","Δημοτολόγιο","χαλαρή αντιστοίχιση"
"προέγκριση_άδειας_παιδότοπου","ΕΛΕΓΞΕ","Χορήγηση Πιστοποιητικού Εντοπιότητας (αφορά μόνο εκπαιδευτικούς)","https://eservices.heraklion.gr/e-services/municipal-roll/xorogisi-pistop-entopoiotitas.html","Δημοτολόγιο","χαλαρή αντιστοίχιση· μοιράζεται υπηρεσία με 1 άλλα"
"παλαιότητα_οδού","ΕΛΕΓΞΕ","Διαχείριση Καλλιτεχνικής Δραστηριοτητας εντός της Παλιάς Πόλης","https://eservices.heraklion.gr/e-services/street-musicians.html","Διαχείριση καλλιτεχνικής δραστηριότητας εντός της παλιάς πόλης","μοιράζεται υπηρεσία με 1 άλλα"
"παλαιότητα_οικοπέδου","ΕΛΕΓΞΕ","Διαχείριση Καλλιτεχνικής Δραστηριοτητας εντός της Παλιάς Πόλης","https://eservices.heraklion.gr/e-services/street-musicians.html","Διαχείριση καλλιτεχνικής δραστηριότητας εντός της παλιάς πόλης","μοιράζεται υπηρεσία με 1 άλλα"
"επισκευή_οδοστρώματος","ΕΛΕΓΞΕ","Χορήγηση άδειας επισκευής/παρέμβασης εντός κοινόχρηστου χώρου (πεζοδρόμιο κλπ)","https://eservices.heraklion.gr/e-services/technical-services/adia-episkeuhs-parembasis-koinox-xorou.html","Κοινόχρηστοι χώροι","μοιράζεται υπηρεσία με 1 άλλα· εμφανίζεται σε 2 υπηρεσίες"
"κατάληψη_κοινόχρηστου","ΕΛΕΓΞΕ","[ΕΝΟΤΗΤΑ] Κοινόχρηστοι χώροι","","Κοινόχρηστοι χώροι","δείχνει σε ΟΛΗ την ενότητα — διάλεξε συγκεκριμένη σελίδα· εμφανίζεται σε 2 υπηρεσίες· URL: δεν βρέθηκε"
"κατάληψη_κοινόχρηστου_χώρου","ΕΛΕΓΞΕ","Αιτήματα για παραχώρηση εξοπλισμού για εκδηλώσεις (τραπέζια ,καρέκλες )","https://eservices.heraklion.gr/e-services/technical-services/aitimata-paraxorisis-eksoplismou-ekdilosis.html","Κοινόχρηστοι χώροι","χαλαρή αντιστοίχιση"
"πεζοδρόμιο","ΕΛΕΓΞΕ","Χορήγηση άδειας επισκευής/παρέμβασης εντός κοινόχρηστου χώρου (πεζοδρόμιο κλπ)","https://eservices.heraklion.gr/e-services/technical-services/adia-episkeuhs-parembasis-koinox-xorou.html","Κοινόχρηστοι χώροι","μοιράζεται υπηρεσία με 1 άλλα"
"ληξιαρχική_πράξη_γάμου","ΕΛΕΓΞΕ","Δήλωση Γάμου (άρθρα 29 & 30 του ν. 344/1976)","https://eservices.heraklion.gr/e-services/register/dilosigamou.html","Ληξιαρχείο","εμφανίζεται σε 2 υπηρεσίες"
"ληξιαρχική_πράξη_θανάτου","ΕΛΕΓΞΕ","Δήλωση Θανάτου (αρθρα 32 & 33 ν.344/1976)","https://eservices.heraklion.gr/e-services/register/dilosiuanatou.html","Ληξιαρχείο","εμφανίζεται σε 2 υπηρεσίες"
"βεβαίωση_οφειλών_διας","ΕΛΕΓΞΕ","Βεβαίωση περί μη οφειλής εισφοράς σε χρήμα","https://eservices.heraklion.gr/e-services/economic-services/bebeosis-peri-mi-ofilis-isforas-se-xrima.html","Οικονομική υπηρεσία","χαλαρή αντιστοίχιση· μοιράζεται υπηρεσία με 1 άλλα"
"μη_οφειλή_ταπ_ακίνητα","ΕΛΕΓΞΕ","ΤΑΠ - Τέλη Φωτισμού και Καθαριότητας","https://eservices.heraklion.gr/e-services/town-planning/e-tap.html","Οικονομική υπηρεσία","χαλαρή αντιστοίχιση· μοιράζεται υπηρεσία με 5 άλλα"
"μη_οφειλή_ταπ_οικόπεδα","ΕΛΕΓΞΕ","ΤΑΠ - Τέλη Φωτισμού και Καθαριότητας","https://eservices.heraklion.gr/e-services/town-planning/e-tap.html","Οικονομική υπηρεσία","χαλαρή αντιστοίχιση· μοιράζεται υπηρεσία με 5 άλλα"
"ρύθμιση_οφειλών","ΕΛΕΓΞΕ","Βεβαίωση περί μη οφειλής εισφοράς σε χρήμα","https://eservices.heraklion.gr/e-services/economic-services/bebeosis-peri-mi-ofilis-isforas-se-xrima.html","Οικονομική υπηρεσία","χαλαρή αντιστοίχιση· μοιράζεται υπηρεσία με 1 άλλα"
"τέλος_0_5","ΕΛΕΓΞΕ","ΤΑΠ - Τέλη Φωτισμού και Καθαριότητας","https://eservices.heraklion.gr/e-services/town-planning/e-tap.html","Οικονομική υπηρεσία","χαλαρή αντιστοίχιση· μοιράζεται υπηρεσία με 5 άλλα"
"ταπ_διόρθωση_τετραγωνικών","ΕΛΕΓΞΕ","ΤΑΠ - Τέλη Φωτισμού και Καθαριότητας","https://eservices.heraklion.gr/e-services/town-planning/e-tap.html","Οικονομική υπηρεσία","χαλαρή αντιστοίχιση· μοιράζεται υπηρεσία με 5 άλλα"
"ταπ_ηλεκτροδότηση","ΕΛΕΓΞΕ","ΤΑΠ - Τέλη Φωτισμού και Καθαριότητας","https://eservices.heraklion.gr/e-services/town-planning/e-tap.html","Οικονομική υπηρεσία","χαλαρή αντιστοίχιση· μοιράζεται υπηρεσία με 5 άλλα"
"ταπ_μη_ηλεκτροδοτούμενα","ΕΛΕΓΞΕ","ΤΑΠ - Τέλη Φωτισμού και Καθαριότητας","https://eservices.heraklion.gr/e-services/town-planning/e-tap.html","Οικονομική υπηρεσία","χαλαρή αντιστοίχιση· μοιράζεται υπηρεσία με 5 άλλα"
"βεβαίωση_όρων_δόμησης","ΕΛΕΓΞΕ","Αντίγραφα στοιχείων αδειών δόμησης (μετά το έτος 2018)","https://eservices.heraklion.gr/e-services/town-planning/antigrafa-stoixeiwn-adeiwn-domisis-meta-2018.html","Πολεοδομία","μοιράζεται υπηρεσία με 1 άλλα"
"εκτός_σχεδίου","ΕΛΕΓΞΕ","Ένσταση (μελέτης κτηματογράφησης ή μελέτης πολεοδόμησης ή τροποποίησης ρυμοτομικού σχεδίου)","https://eservices.heraklion.gr/e-services/town-planning/enstasi-meleti-ktimatografisis.html","Πολεοδομία","μοιράζεται υπηρεσία με 1 άλλα· εμφανίζεται σε 2 υπηρεσίες"
"θεώρηση_γραμμών","ΕΛΕΓΞΕ","Ένσταση (μελέτης κτηματογράφησης ή μελέτης πολεοδόμησης ή τροποποίησης ρυμοτομικού σχεδίου)","https://eservices.heraklion.gr/e-services/town-planning/enstasi-meleti-ktimatografisis.html","Πολεοδομία","μοιράζεται υπηρεσία με 1 άλλα"
"οικοδομησιμότητα","ΕΛΕΓΞΕ","Αντίγραφα στοιχείων αδειών δόμησης (μετά το έτος 2018)","https://eservices.heraklion.gr/e-services/town-planning/antigrafa-stoixeiwn-adeiwn-domisis-meta-2018.html","Πολεοδομία","μοιράζεται υπηρεσία με 1 άλλα"
"καθαρισμός_οικοπέδου_πυροπροστασία","ΕΛΕΓΞΕ","Σπασμένα κλαδιά δέντρου","https://eservices.heraklion.gr/e-services/technical-services/spasmena-kladia-dentrou.html","Πράσινο","χαλαρή αντιστοίχιση"
"άδεια_οικοδομής","ΕΛΕΓΞΕ","Αίτηση για ασφαλτόστρωση - τσιμεντόστρωση - διάστρωση 3α","https://eservices.heraklion.gr/e-services/technical-services/aitisi-gia-asfaltostrosi.html","Τεχνική υπηρεσία","μοιράζεται υπηρεσία με 1 άλλα· εμφανίζεται σε 2 υπηρεσίες"
"αίτηση_γενικού_τεχνικού_περιεχομένου","ΕΛΕΓΞΕ","[ΕΝΟΤΗΤΑ] Τεχνική υπηρεσία","","Τεχνική υπηρεσία","δείχνει σε ΟΛΗ την ενότητα — διάλεξε συγκεκριμένη σελίδα· μοιράζεται υπηρεσία με 1 άλλα· URL: δεν βρέθηκε"
"ασφαλτόστρωση_οδού","ΕΛΕΓΞΕ","Αίτηση για ασφαλτόστρωση - τσιμεντόστρωση - διάστρωση 3α","https://eservices.heraklion.gr/e-services/technical-services/aitisi-gia-asfaltostrosi.html","Τεχνική υπηρεσία","μοιράζεται υπηρεσία με 1 άλλα"
"σήμανση_οδοστρώματος","ΕΛΕΓΞΕ","Τοποθέτηση Πινακίδων Σήμανσης και Καθρεπτών","https://eservices.heraklion.gr/e-services/technical-services/topothetisipinakidon-simansis-kaurepton.html","Τεχνική υπηρεσία","μοιράζεται υπηρεσία με 1 άλλα"
"τεχνική_υπηρεσία","ΕΛΕΓΞΕ","[ΕΝΟΤΗΤΑ] Τεχνική υπηρεσία","","Τεχνική υπηρεσία","δείχνει σε ΟΛΗ την ενότητα — διάλεξε συγκεκριμένη σελίδα· μοιράζεται υπηρεσία με 1 άλλα· URL: δεν βρέθηκε"
"φωτισμός","ΕΛΕΓΞΕ","Βλάβες σε Φωτεινούς Σηματοδότες","https://eservices.heraklion.gr/e-services/technical-services/blabes-se-fotinous-simatodotes.html","Τεχνική υπηρεσία","εμφανίζεται σε 2 υπηρεσίες"
"Δελτία_Τύπου","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"άδεια_κολυμβητικής_δεξαμενής","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"άδεια_μικρής_κλίμακας","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"αίτηση_εκταφής","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"αίτηση_ταφής_σε_οικογενειακό_τάφο","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"αίτηση_χορήγησης_αντιγράφου_ήδη_χορηγηθείσας_βεβαίωσης","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"αγορά_οικογενειακού_τάφου","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"αγωγοί_αποχέτευσης","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"αλλαγή_στοιχείων_λογαριασμού_ύδρευσης","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"απαλλαγή_δημοτικών_τελών_covid","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"βεβαίωση_αρτιότητας","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"γενικές_υπηρεσίες","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"διακοπή_παροχής_ύδατος","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"διακοπή_υδροδότησης","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"εγγραφή_σημείου_υδροληψίας","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"ενοικίαση_οστεοφυλακίου","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"ενοικίαση_τάφου","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"επέκταση_δικτύου_ύδρευσης","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"επανασύνδεση_παροχής","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"επικαιροποίηση_στοιχείων_υδροληψίας","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"επικοινωνία","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"καθαρισμός_φρεατίου","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"μείωση_τελών_λόγω_αναπηρίας","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"μεταφορά_οστών","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"μητρώο_αρρένων","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"νέα-ανακοινώσεις","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"νέα_παροχή_ύδρευσης","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"παλαιότητα_1955","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"παλαιότητα_1990","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"στέγαστρο_οασα","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"σύνδεση_φυσικού_αερίου","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"τέλη_καθαριότητας_κοιμητηρίων","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"τοποθέτηση_δημοτικού_φωτισμού","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"χιλιομετρική_απόσταση","ΣΒΗΣΕ","","","","δεν αντιστοιχεί σε υπηρεσία του Δήμου"
"άδεια_παραγωγού_αγρότη","ΚΡΑΤΑ","","","Άδειες καταστημάτων","ΧΩΡΙΣ ΥΠΗΡΕΣΙΑ στο PDF — χρειάζεται URL· URL: δεν βρέθηκε"
"άδεια_πωλητή_υπαίθριου_εμπορίου","ΚΡΑΤΑ","","","Άδειες καταστημάτων","ΧΩΡΙΣ ΥΠΗΡΕΣΙΑ στο PDF — χρειάζεται URL· URL: δεν βρέθηκε"
"αναγγελία_κομμωτή","ΚΡΑΤΑ","","","Άδειες καταστημάτων","ΧΩΡΙΣ ΥΠΗΡΕΣΙΑ στο PDF — χρειάζεται URL· URL: δεν βρέθηκε"
"αναγγελία_τεχνίτη_άκρων","ΚΡΑΤΑ","","","Άδειες καταστημάτων","ΧΩΡΙΣ ΥΠΗΡΕΣΙΑ στο PDF — χρειάζεται URL· URL: δεν βρέθηκε"
"βεβαίωση_δραστηριοποίησης_υπαίθριου","ΚΡΑΤΑ","","","Άδειες καταστημάτων","ΧΩΡΙΣ ΥΠΗΡΕΣΙΑ στο PDF — χρειάζεται URL· URL: δεν βρέθηκε"
"συμμετοχή_εμποροπανήγυρη","ΚΡΑΤΑ","","","Άδειες καταστημάτων","ΧΩΡΙΣ ΥΠΗΡΕΣΙΑ στο PDF — χρειάζεται URL· URL: δεν βρέθηκε"
"αδέσποτα_ζώα","ΚΡΑΤΑ","Καταγγελία (Ζώα συντροφιάς - αδέσποτα)","https://eservices.heraklion.gr/e-services/technical-services/kataggelia-zwa-syntrofias.html","Αδέσποτα ζώα",""
"βεβαίωση_εγκατάστασης_καταστήματος","ΚΡΑΤΑ","Διαδικασία έκδοσης Βεβαίωσης Δραστηριοποίησης Ετήσιας Διάρκειας στις βραχυχρόνιες αγορές","https://eservices.heraklion.gr/e-services/katasthmata/ekdosh-vevaiwshs-drasthriothtas-ethsias-diarkeias.html","Βραχυχρόνιες αγορές",""
"βλάβη_αγωγού_ύδρευσης","ΚΡΑΤΑ","Δήλωση Βλάβης ΔΕΥΑΗ","https://eservices.heraklion.gr/e-services/deyah/deyah-blabi.html","ΔΕΥΑΗ-Ύδρευση & αποχέτευση",""
"βεβαίωση_κατοικίας","ΚΡΑΤΑ","Βεβαίωση Μόνιμης Κατοικίας Δημότη Ηρακλείου","https://eservices.heraklion.gr/e-services/municipal-roll/bebeosi-monimis-katoikias-dimoti.html","Δημοτολόγιο",""
"δημοτολόγιο","ΚΡΑΤΑ","Αλλαγή στοιχείων τέκνου λόγω υιοθεσίας, αναγνώρισης, πρόσληψης επωνύμου, πατρωνύμου και εγγραφή στα δημοτολόγια (με κωδικούς taxisnet)","https://eservices.heraklion.gr/e-services/municipal-roll/change-personal-data-child-adoption.html","Δημοτολόγιο",""
"πιστοποιητικό_γέννησης","ΚΡΑΤΑ","Χορήγηση Πιστοποιητικού Γέννησης","https://eservices.heraklion.gr/e-services/municipal-roll/xorigisi-pistopoiitikou-genisis.html","Δημοτολόγιο",""
"πιστοποιητικό_οικογενειακής_κατάστασης","ΚΡΑΤΑ","Χορήγηση Πιστοποιητικού Οικογενειακής Κατάστασης","https://eservices.heraklion.gr/e-services/municipal-roll/xorigisi-pistopoiitikou-oikog-katastasis.html","Δημοτολόγιο",""
"πλησιέστεροι_συγγενείς","ΚΡΑΤΑ","Χορήγηση Πιστοποιητικoύ πλησιέστερων συγγενών","https://eservices.heraklion.gr/e-services/municipal-roll/xorigisi-pistopoitikou-plisiesterwn-suggenon.html","Δημοτολόγιο","URL: προσεγγιστικό"
"κάδοι_καθαριότητας","ΚΡΑΤΑ","Επισκευή και αντικατάσταση κάδων απορριμάτων","https://eservices.heraklion.gr/e-services/cleanness/episkeuh-kai-antikatastash-kadwn.html","Καθαριότητα",""
"ογκοδέματα","ΚΡΑΤΑ","Απομάκρυνση ογκωδών αντικειμένων","https://eservices.heraklion.gr/e-services/cleanness/apomakrinsi-ogkodwn-antikimenwn.html","Καθαριότητα","URL: προσεγγιστικό"
"αίτηση_προσωρινής_χρήσης_οδοστρώματος_πεζοδρομίου","ΚΡΑΤΑ","Χορήγηση άδειας χρήσης κοινόχρηστου χώρου για τοποθέτηση ικριωμάτων σε πεζοδρόμια, πεζόδρομους και πλατείες","https://eservices.heraklion.gr/e-services/technical-services/adia-koinox-xorou-ikriomata.html","Κοινόχρηστοι χώροι",""
"παγκάκια","ΚΡΑΤΑ","Αιτήματα για Συντήρηση και τοποθέτηση αστικού εξοπλισμού προαυλίων Χώρων σε Σχολεία (παγκάκια ,μπασκέτες ,παιχνίδια )","https://eservices.heraklion.gr/e-services/technical-services/aitimata-sintirisis-topothetisi-astikou-eksoplismou-proaulion-xoron-sxolia.html","Κοινόχρηστοι χώροι",""
"παιδικές_χαρές","ΚΡΑΤΑ","Συντήρηση Υπαίθριων Χώρων (παιδικές χαρές,πάρκα)","https://eservices.heraklion.gr/e-services/technical-services/aitimata-syntirisi-ipethrion-xoron.html","Κοινόχρηστοι χώροι",""
"ληξιαρχείο","ΚΡΑΤΑ","Διόρθωση στοιχείων ληξιαρχικών πράξεων (αρθ.13 του Ν.344/76 όπως τροποποιήθηκε με το ν. 4674/2020)","https://www.heraklion.gr/e-services/register/diorthoseis.html","Ληξιαρχείο",""
"διακοπή_ηλεκτροδότησης","ΚΡΑΤΑ","Ηλεκτροδοτήσεις οικιών - καταστημάτων και επανασυνδέσεις ΔΕΗ","https://eservices.heraklion.gr/e-services/ilektr.html","Οικονομική υπηρεσία",""
"αντίγραφα_άδειας_πολεοδομίας","ΚΡΑΤΑ","Αντίγραφα στοιχείων οικοδομικών αδειών (έως το έτος 2018)","https://eservices.heraklion.gr/e-services/town-planning/antigrafa-stoixeiwn-oikodom-adeiwn-ews-2018.html","Πολεοδομία",""
"βεβαίωση_ορίων_ιδιοκτησίας","ΚΡΑΤΑ","Βεβαίωση υποβολής δήλωσης ιδιοκτησίας","https://eservices.heraklion.gr/e-services/town-planning/bebeosis-upobolos-dilosis-idioktisias.html","Πολεοδομία",""
"βεβαίωση_χρήσης_γης","ΚΡΑΤΑ","Χορήγηση Βεβαίωσης Χρήσης Γης","https://eservices.heraklion.gr/e-services/town-planning/certification-use-ground.html","Πολεοδομία",""
"υψόμετρο","ΚΡΑΤΑ","Βεβαίωση Υψομέτρου","https://eservices.heraklion.gr/e-services/town-planning/bebeosi-ypsometrou.html","Πολεοδομία",""
"παράταση_μουσικής","ΚΡΑΤΑ","Αδειοδότηση Ωδείων, Μουσικών Σχολών και Χορωδιών κ.α","https://eservices.heraklion.gr/e-services/adeia-gia-moysika-idrymata/music.html","Πολιτισμού",""
"πράσινο_δένδρα","ΚΡΑΤΑ","Απομάκρυνση - κοπή δένδρων σε κοινόχρηστους χώρους","https://eservices.heraklion.gr/e-services/technical-services/apomakrinsi-kopi-dentron-se-koinoxristous-xorous.html","Πράσινο",""
"αίτηση_κίτρινης_διαγράμμισης","ΚΡΑΤΑ","Αιτήματα για κυκλοφοριακές ρυθμίσεις","https://eservices.heraklion.gr/e-services/technical-services/aitima-kukloforiakes-ruthmiseis.html","Τεχνική υπηρεσία",""
